Asset Name,Serial Number,Status,Account Name,Product Code,Product Family,Product Family Short Name,Active Service,Territory,Service Contract Status Simple,Contract_Status_Clean,Service Start Date,Service End Date,has_active_contract,lat,lon,matched_appointment_account,match_method,match_score,matched
JUNO3007 - Juno Complete,JUNO3007,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
JUNO2986 - Juno Complete,JUNO2986,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
JUNO3008 - Juno Complete,JUNO3008,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
JUNO3006 - Juno Complete,JUNO3006,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
JUNO3004 - Juno Complete,JUNO3004,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
JUNO3003 - Juno Complete,JUNO3003,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
JUNO3005 - Juno Complete,JUNO3005,Installed,Pikeville Medical Center,JUN-300,Juno,Juno,0,Great Lakes,Service Contract has expired,Service Contract has expired,2023-01-26,2024-01-25,False,37.4793,-82.5188,Pikeville Medical Center,exact,100.0,True
"APN0395 - Apollo Nursing Patient Simulator, Maestro",APN0395,Installed,Galen College of Nursing - Pikeville,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-02-03,2026-02-02,True,,,,,,False
MFS2650 - Lucina Patient Simulator with Maestro,MFS2650,Shipped,Fairmont State University,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-08-27,2026-08-26,True,39.484898,-80.1426539,Fairmont State University,exact,100.0,True
"APP0988 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0988,Shipped,Reston Hospital Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-09-25,2023-09-24,False,38.953282,-77.3464516,Reston Hospital Center,exact,100.0,True
MFS2649 - Lucina Patient Simulator with Maestro,MFS2649,Shipped,Oklahoma Baptist University,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Texas,Active Service Contract,Active Service Contract,2025-09-23,2027-09-22,True,35.3272928,-96.9253004,Oklahoma Baptist University,exact,100.0,True
VMDX2345 - VIM-003 (Ob/Gyn) Simulator Base Unit,VMDX2345,Shipped,Keiser University - Fort Myers,VIM-003,Vimedix,Vimedix,1,North Florida,Active Service Contract,Active Service Contract,2022-09-22,2027-09-21,True,,,,,,False
MFS2645 - Lucina Patient Simulator with Maestro,MFS2645,Installed,West Virginia Wesleyan College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-06-02,2026-06-01,True,38.9939426,-80.2322698,West Virginia Wesleyan College,exact,100.0,True
MFS2646 - Lucina Patient Simulator with Maestro,MFS2646,Shipped,University of Vermont - Larner College of Medicine,FLEX-MFS-MAESTRO,Lucina,Lucina,1,New England,Active Service Contract,Active Service Contract,2023-09-22,2026-09-21,True,44.4761601,-73.212906,University of Vermont - Larner College of Medicine,exact,100.0,True
LUNA0440 - Luna Advanced,LUNA0440,Shipped,McDowell Tech Community College,LUNA-300,Luna,Luna,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2022-09-22,2023-09-21,False,,,,,,False
ARES0922 - Ares Complete,ARES0922,Installed,Samford University,ARES-300,Ares,Ares,1,Gulf Coast,Active Service Contract,Active Service Contract,2024-09-21,2027-09-20,True,33.5206824,-86.80243259999999,Samford University,exact,100.0,True
MFS2634DS - Lucina Patient Simulator,MFS2634DS,Shipped,Georgia Southwestern State University (GSW),FLEX-MFS,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-09-21,2026-09-20,True,,,,,,False
"APP0982 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0982,Installed,Samford University,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2023-09-21,2027-09-20,True,33.5206824,-86.80243259999999,Samford University,exact,100.0,True
"APP0986 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0986,Installed,Samford University,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-09-21,2027-09-20,True,33.5206824,-86.80243259999999,Samford University,exact,100.0,True
MFS2632DS - Lucina Patient Simulator with Maestro,MFS2632DS,Installed,Research College of Nursing,FLEX-MFS-MAESTRO,Lucina,Lucina,1,West Plains,Active Service Contract,Active Service Contract,2026-01-18,2027-01-17,True,39.100105,-94.5781416,Research College of Nursing,exact,100.0,True
MFS2635 - Lucina Patient Simulator with Maestro,MFS2635,Shipped,Florida State University College of Nursing,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-09-21,2026-09-20,True,,,,,,False
MFS2633DS - Lucina Patient Simulator with Maestro,MFS2633DS,Shipped,Florida State University College of Nursing,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2025-09-21,2026-09-20,True,,,,,,False
MFS2638 - Lucina Patient Simulator with Maestro,MFS2638,Shipped,West Virginia University - Morgantown,FLEX-MFS-MAESTRO,Lucina,Lucina,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-09-21,2024-09-20,False,39.6296809,-79.9559437,West Virginia University - Morgantown,exact,100.0,True
MFS2641DS - Lucina Patient Simulator with Maestro,MFS2641DS,Shipped,West Virginia Wesleyan College,FLEX-MFS-MAESTRO,Lucina,Lucina,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-06-02,2026-06-01,True,38.9939426,-80.2322698,West Virginia Wesleyan College,exact,100.0,True
"APP0977 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0977,Shipped,Parkland Medical Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,New England,,Missing Contract Status,2024-10-22,2026-10-21,False,,,,,,False
"APN0393DS - Apollo Nursing Patient Simulator, Maestro",APN0393DS,Installed,Research College of Nursing,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,West Plains,Service Contract has expired,Service Contract has expired,2025-01-18,2026-01-17,False,39.100105,-94.5781416,Research College of Nursing,exact,100.0,True
"APP0981 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0981,Shipped,Frankfort Regional Medical Center,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-09-24,2023-09-23,False,,,,,,False
ARES0877 - Ares Base,ARES0877,Shipped,British Columbia Institute of Technology,ARES-100,Ares,Ares,0,Canada,Service Contract has expired,Service Contract has expired,2022-12-23,2023-12-22,False,,,,,,False
ARES0875 - Ares Base,ARES0875,Installed,British Columbia Institute of Technology,ARES-100,Ares,Ares,0,Canada,Service Contract has expired,Service Contract has expired,2022-12-23,2023-12-22,False,,,,,,False
ARES0878 - Ares Base,ARES0878,Shipped,British Columbia Institute of Technology,ARES-100,Ares,Ares,0,Canada,Service Contract has expired,Service Contract has expired,2022-12-23,2023-12-22,False,,,,,,False
ARES0911 - Ares Advanced,ARES0911,Shipped,British Columbia Institute of Technology,ARES-200,Ares,Ares,0,Canada,Service Contract has expired,Service Contract has expired,2022-12-23,2023-12-22,False,,,,,,False
ARES0912 - Ares Complete,ARES0912,Shipped,British Columbia Institute of Technology,ARES-300,Ares,Ares,0,Canada,Service Contract has expired,Service Contract has expired,2022-12-23,2023-12-22,False,,,,,,False
ARES0898 - Ares Complete,ARES0898,Shipped,Grand Valley State University,ARES-300,Ares,Ares,0,Great Lakes,Service Contract has expired,Service Contract has expired,2022-09-17,2023-09-16,False,42.9632425,-85.6678639,Grand Valley State University,exact,100.0,True
ARES0903 - Ares Complete,ARES0903,Shipped,Charlottesville-Albemarle Technical Education Center (CATEC),ARES-300,Ares,Ares,0,Carolinas/Virginias,Service Contract has expired,Service Contract has expired,2023-05-01,2024-04-30,False,,,,,,False
ARES0907 - Ares Complete,ARES0907,Shipped,Boston Mountain Rural Health Clinic,ARES-300,Ares,Ares,0,North Texas,Service Contract has expired,Service Contract has expired,2022-12-01,2023-11-30,False,,,,,,False
ARES0906 - Ares Complete,ARES0906,Shipped,City of San Marcos Fire Department,ARES-300,Ares,Ares,1,South Texas,Active Service Contract,Active Service Contract,2022-09-17,2027-09-16,True,,,,,,False
JUNO2991 - Juno Complete,JUNO2991,Shipped,Centurion Health,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-17,2026-09-16,True,,,,,,False
JUNO2989 - Juno Complete,JUNO2989,Shipped,Centurion Health,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-17,2026-09-16,True,,,,,,False
JUNO2992 - Juno Complete,JUNO2992,Shipped,Centurion Health,JUN-300,Juno,Juno,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-17,2026-09-16,True,,,,,,False
JUNO2987 - Juno Complete,JUNO2987,Shipped,Seminole High School,JUN-300,Juno,Juno,0,North Florida,,Missing Contract Status,2024-09-16,2026-09-15,False,,,,,,False
"APP0976 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0976,Shipped,VCOM AUBURN - Edward Via College of Osteopathic Medicine,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Gulf Coast,Active Service Contract,Active Service Contract,2025-09-15,2026-09-14,True,32.6098566,-85.4807825,VCOM AUBURN - Edward Via College of Osteopathic Medicine,exact,100.0,True
MFS2637 - Lucina Patient Simulator with Maestro,MFS2637,Shipped,Lake Sumter State College- Leesburg Campus,FLEX-MFS-MAESTRO,Lucina,Lucina,1,North Florida,Active Service Contract,Active Service Contract,2024-09-16,2027-09-15,True,,,,,,False
JUNO2993 - CASN Juno Complete,JUNO2993,Shipped,La Cité Collégiale,JUN-300,Juno,Juno,0,Canada,Service Contract has expired,Service Contract has expired,2022-05-20,2023-05-19,False,,,,,,False
JUNO2916 - Juno Complete,JUNO2916,Shipped,Washington County Career & TEC,JUN-300,Juno,Juno,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2025-12-13,2026-12-12,True,,,,,,False
JUNO2912 - Juno Complete,JUNO2912,Shipped,WorldPoint,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2023-12-13,2024-12-12,False,,,,,,False
JUNO2970 - Juno Complete,JUNO2970,Shipped,WorldPoint,JUN-300,Juno,Juno,0,Illinois,Service Contract has expired,Service Contract has expired,2024-08-22,2025-08-21,False,,,,,,False
JUNO2984 - Juno Complete,JUNO2984,Shipped,Morgan County Schools Technology Park,JUN-300,Juno,Juno,0,Gulf Coast,Service Contract has expired,Service Contract has expired,2023-12-13,2024-12-12,False,,,,,,False
VMDX2342 - VIM-006 (TTE) Simulator Base Unit,VMDX2342,Shipped,Army Medical Department-Tripler Army Medical Center,VIM-006,Vimedix,Vimedix,0,Southern California,Service Contract has expired,Service Contract has expired,2022-09-17,2023-09-16,False,,,,,,False
VMDX2339 - VIM-008 (Abdominal) Simulator Base Unit,VMDX2339,Shipped,Robert Wood Johnson University Hospital,VIM-008,Vimedix,Vimedix,1,NY/NJ,Active Service Contract,Active Service Contract,2025-09-10,2027-09-09,True,,,,,,False
"APP0974 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0974,Shipped,UQAR Campus Levis,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,Canada,Service Contract has expired,Service Contract has expired,2024-09-10,2025-09-09,False,,,,,,False
"APP0975 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0975,Shipped,HCA Tampa (Brandon) CCA - West Florida Division,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,North Florida,Service Contract has expired,Service Contract has expired,2023-09-10,2024-09-09,False,,,,,,False
"APN0390 - Apollo Nursing Patient Simulator, Maestro",APN0390,Installed,Northwest Nazarene University,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Pacific Northwest,Active Service Contract,Active Service Contract,2025-09-10,2026-09-09,True,43.5780381,-116.5616885,Northwest Nazarene University,exact,100.0,True
"APN0392 - Apollo Nursing Patient Simulator, Maestro",APN0392,Installed,Red River Technology Center,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,0,North Texas,,Missing Contract Status,2024-11-03,2026-11-02,False,34.5023029,-97.9578129,Red River Technology Center,exact,100.0,True
"APN0391 - Apollo Nursing Patient Simulator, Maestro",APN0391,Shipped,Saint Joseph's College - Maine,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,New England,Active Service Contract,Active Service Contract,2025-09-10,2026-09-09,True,43.735879,-70.551453,Saint Joseph's College - Maine,exact,100.0,True
"APP0972 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0972,Shipped,WellStar Health System,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,0,North Florida,,Missing Contract Status,2025-01-01,2026-12-31,False,,,,,,False
JUNO2902 - Juno Complete,JUNO2902,Shipped,HCA Riverdale CCA - Mountain Division,JUN-300,Juno,Juno,0,Southwest,Service Contract has expired,Service Contract has expired,2022-09-09,2025-09-08,False,41.1785325,-111.992818,HCA Riverdale CCA - Mountain Division,exact,100.0,True
JUNO2900 - Juno Complete,JUNO2900,Shipped,HCA Riverdale CCA - Mountain Division,JUN-300,Juno,Juno,0,Southwest,Service Contract has expired,Service Contract has expired,2022-09-09,2025-09-08,False,41.1785325,-111.992818,HCA Riverdale CCA - Mountain Division,exact,100.0,True
"APP0969 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0969,Installed,Texas Christian University,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,North Texas,Active Service Contract,Active Service Contract,2025-09-08,2026-09-07,True,32.753177,-97.3327459,Texas Christian University,exact,100.0,True
"APP0962 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0962,Installed,Clinical Skills and Simulation Center-Mount Carmel Health,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,39.9622601,-83.0007065,Clinical Skills and Simulation Center-Mount Carmel Health,exact,100.0,True
"APN0385 - Apollo Nursing Patient Simulator, Maestro",APN0385,Installed,Clinical Skills and Simulation Center-Mount Carmel Health,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,39.9622601,-83.0007065,Clinical Skills and Simulation Center-Mount Carmel Health,exact,100.0,True
"APN0387 - Apollo Nursing Patient Simulator, Maestro",APN0387,Installed,Clinical Skills and Simulation Center-Mount Carmel Health,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Great Lakes,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,39.9622601,-83.0007065,Clinical Skills and Simulation Center-Mount Carmel Health,exact,100.0,True
"APN0386 - Apollo Nursing Patient Simulator, Maestro",APN0386,Shipped,Western University of Health Sciences - CA,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Southern California,Active Service Contract,Active Service Contract,2025-09-07,2026-09-06,True,34.0553813,-117.7517496,Western University of Health Sciences - CA,exact,100.0,True
"APN0389 - Apollo Nursing Patient Simulator, Maestro",APN0389,Shipped,West Virginia University - Parkersburg,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-09-07,2027-09-06,True,39.2667309,-81.5620755,West Virginia University - Parkersburg,exact,100.0,True
"APN0388 - Apollo Nursing Patient Simulator, Maestro",APN0388,Installed,West Virginia University - Parkersburg,FLEX-APN-MAESTRO,Apollo Nursing,Apollo,1,Carolinas/Virginias,Active Service Contract,Active Service Contract,2024-09-07,2027-09-06,True,39.2667309,-81.5620755,West Virginia University - Parkersburg,exact,100.0,True
"APP0965 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0965,Installed,Fox Valley Technical College,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-04-20,2026-04-19,True,44.26139669999999,-88.40697439999998,Fox Valley Technical College,exact,100.0,True
"APP0967 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0967,Shipped,Fox Valley Technical College,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Northern Plains,Active Service Contract,Active Service Contract,2025-04-20,2026-04-19,True,44.26139669999999,-88.40697439999998,Fox Valley Technical College,exact,100.0,True
"APP0963 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0963,Shipped,Cegep de Saint-Jerome,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Canada,Active Service Contract,Active Service Contract,2024-09-04,2028-09-03,True,,,,,,False
"APP0966 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0966,Shipped,UPMC Pinnacle Community General - Community Life Team EMS,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,Mid Atlantic,Active Service Contract,Active Service Contract,2025-08-22,2026-08-21,True,,,,,,False
"APP0970 - Apollo Pre-Hospital Patient Simulator, Maestro",APP0970,Shipped,Florida Atlantic University COM Boca Campus,FLEX-APH-MAESTRO,Apollo Pre-Hospital,Apollo,1,South Florida,Active Service Contract,Active Service Contract,2025-01-28,2027-01-27,True,26.3586885,-80.0830984,Florida Atlantic University COM Boca Campus,exact,100.0,True
